AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
354,FALSE,CAL FIRE San Benito-Monterey ,,2013,TRUE,/incidents/2013/5/3/tres-pinos-fire/,,,San Benito,35,,,,2013-05-03T18:45:00Z,,FALSE,TRUE,,,,37.160346,"Highway 25 and Horizon Rd, Community of Tres ",-120.937494,FALSE,Tres Pinos Fire,100,,TRUE,"The Tres Pinos Fire burned in May 2013, off Highway 25 and Horizon Road, near the community of Tres in San Benito County. ","Tres Pinos Fire, May 2013, Highway 25, Community of Tres, San Benito County",2013-05-03T11:42:00Z,Finalized,,,,,
311,FALSE,CAL FIRE / Riverside County Fire,,2013,TRUE,/incidents/2013/2/28/jurupa-fire/,,,Riverside,33,,,,2013-03-02T19:00:00Z,,FALSE,TRUE,,,,0,"Rio Rancho Rd & Calle Hermosa, Jurupa Valley",0,FALSE,Jurupa Fire,100,,TRUE,"The Jurupa Fire burned in March 2013 off Rio Rancho Rd & Calle Hermosa, Jurupa Valley in Riverside County. ","Jurupa Fire, March 2013, Jurupa Valley, Riverside County, Rio Rancho Rd",2013-02-28T16:43:00Z,Finalized,,,,,
305,FALSE,CAL FIRE Butte Unit,,2013,TRUE,/incidents/2013/10/4/summit-fire/,,,Butte,4,4,1,15,2013-10-05T22:00:00Z,,FALSE,TRUE,,1,,39.439,off District Center Dr & Fortune Way in Palermo,-121.497,TRUE,Summit Fire,100,259,TRUE,The Summit Fire burned October 2013 off District Center Drive and Fortune Way in Palermo in Butte County.,"Summit Fire, October 2013, Butte County, District Center Dr, Fortune Way, Palermo",2013-10-04T17:37:00Z,Finalized,,4,,,3
303,FALSE,CAL FIRE Tuolumne-Calaveras Unit ,,2013,TRUE,/incidents/2013/5/30/shelton-fire/,,,San Joaquin,39,,,,2013-05-30T13:25:00Z,,FALSE,TRUE,,,,38.04993,off North Shelton Rd in the Linden Peters area,-120.90325,FALSE,Shelton Fire,100,,TRUE,The Shelton Fire burned in May 2013 off North Shelton Road in the Linden Peters area in San Joaquin County.,"Shelton Fire, May 2013, North Shelton Road, Linden Peters, San Joaquin County",2013-05-30T11:20:00Z,Finalized,,,,,
298,FALSE,CAL FIRE Butte Unit,4,2013,TRUE,/incidents/2013/6/3/lone-fire/,"Multiple fires along Lone Tree Rd merged into 3 significant fires; 23, 210 and 65 acres respectively.  Good progress was made holding the perimeter while structure defenses and control efforts continue in the interior of the fires.<p>All residents are urged to use caution while driving in the fire area as emergency equipment and crews will remain on scene throughout the night.",All road closures have been lifted.,Butte,4,3,3,26,2013-06-03T20:00:00Z,,FALSE,TRUE,,2,,39.434183,Palermo Road and Lone Tree Road near Palermo,-121.576804,TRUE,Lone Fire,100,,TRUE,The Lone Fire burned in June 2013 off Palermo Road and Lone Tree Road near Palermo in Butte County. ,"Lone Fire, June 2013, Palermo Road, Lone Tree Road, Palermo, Butte County",2013-06-03T13:49:00Z,Finalized,,9,,,4
296,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,/incidents/2013/1/22/becks-fire/,,,Lake,17,,,,2013-01-23T10:15:00Z,,FALSE,TRUE,,,,0,"North of Highway 29, southeast of Kelseyville",0,FALSE,Becks Fire,100,,TRUE,"The Beck Fire burned in January 2013, North of Highway 29, southeast of Kelseyville in Lake County. 
","Becks Fire, January 2013, Lake County, Kelseyville, Highway 29",2013-01-22T11:08:00Z,Finalized,,,,,
274,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,/incidents/2013/7/1/concord-fire/,,,Contra Costa,7,,,,2013-07-01T18:30:00Z,,FALSE,TRUE,,,,39.90465,off Concord Ave & Vineyard Parkway in Brentwood,-121.74367,FALSE,Concord Fire,100,,TRUE,The Concord Fire burned in July 2013 off Concord Ave and Vineyard Parkway in Brentwood in Contra Costa County. ,"Concord Fire, July 2013, Concord Ave, Vineyard Parkway, Brentwood, Contra Costa County",2013-07-01T15:41:00Z,Finalized,,,,,
274,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2013,TRUE,/incidents/2013/4/30/gold-fire/,,,Madera,20,,,,2013-05-01T07:00:00Z,,FALSE,TRUE,,,,37.116295,Between Road 210 and Road 200 near Fine Gold Creek in the community of O,-119.635004,FALSE,Gold Fire,100,,TRUE,"The Gold Fire burned in April 2013 and May 2013, between Road 210 and Road 200 near Fine Gold Creek in the community of O, in Madera County. ","Gold Fire, April 2013, May 2013, Fine Gold Creek, Madera County",2013-04-30T12:59:00Z,Finalized,,,,,
268,FALSE,Angeles National Forest/Los Angeles County Fire,,2013,FALSE,/incidents/2013/9/23/madre-fire/,,,Los Angeles,19,,,,2013-09-28T08:00:00Z,,FALSE,TRUE,,,,34.149,San Gabriel Canyon 1/4 mile west of the entrance station,-117.908,FALSE,Madre Fire,100,,TRUE,The Madre Fire burned September 2013 in the San Gabriel Canyon in Los Angeles County.,"Madre Fire, September 2013, Los Angeles County, San Gabriel Canyon",2013-09-23T18:00:00Z,Finalized,,,,,
263,FALSE,CAL FIRE San Diego Unit / Cleveland National Forest,2,2013,TRUE,/incidents/2013/9/9/lyon-fire/,CAL FIRE will no longer be in unified command as of 6:00 this evening. Cleveland National Forest will be handling the incident from this point on.,,San Diego,37,4,,15,2013-09-12T18:15:00Z,,FALSE,TRUE,,1,2,32.710918,"Four Corners, Lyons Valley Road, east of Lyons Peak",-116.746023,TRUE,Lyon Fire,100,294,TRUE,"The Lyon Fire burned September 2013 off of Lyons Valley Road in the Four Corners area near Lyons Peak, in San Diego County.","Lyon Fire, September 2013, San Diego County, Four Corners, Lyons Valley Road, Lyons Peak",2013-09-09T13:09:00Z,Finalized,,,,176,4
243,FALSE,Angeles National Forest,,2013,FALSE,/incidents/2013/8/8/sharp-fire/,,,San Bernardino,36,,,,2013-08-13T23:45:00Z,,FALSE,TRUE,,,,34.35,Sheep canyon just south of Wrightwood,-117.62,FALSE,Sharp Fire,100,,TRUE,The Sharp Fire burned in August 2013 near Sheep Canyon just south of Wrightwood on the Angeles National Forest in San Bernardino County. ,"Sharp Fire, August 2013, Sheep Canyon, Wrightwood, Angeles National Forest, San Bernardino County",2013-08-08T12:15:00Z,Finalized,,,,,
240,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,/incidents/2013/6/8/vasco-fire/,,,Alameda,1,,,,2013-06-08T13:25:00Z,,FALSE,TRUE,,,,37.775057,"off Vasco Road & North Vasco Road, north of Livermore",-121.737213,FALSE,Vasco Fire,100,,TRUE,"The Vasco Fire burned in June 2013 off Vasco Road and North Vasco Road, north of Livermore in Alameda County. ","Vasco Fire, June 2013, Vasco Road, North Vasco Road, Livermore, Alameda County",2013-06-08T10:16:00Z,Finalized,,,,,
237,FALSE,CAL FIRE/Placer County Fire,,2013,TRUE,/incidents/2013/6/13/pfe-fire/,,,Placer,31,,,,2013-06-13T14:15:00Z,,FALSE,TRUE,,,,38.729297,"PFE Road and Watt Avenue, West Roseville",-121.380862,FALSE,PFE Fire,100,,TRUE,The PFE Fire burned in June 2013 off PFE Road and Watt Avenue in West Roseville in Placer County. ,"PFE Fire, June 2013, PFE Road, Watt Avenue, Roseville, Placer County",2013-06-13T11:28:00Z,Finalized,,,,,
226,FALSE,Mendocino National Forest,,2013,FALSE,/incidents/2013/6/12/daves-fire/,,,Glenn,11,,,,2013-06-17T09:00:00Z,,FALSE,TRUE,,,,0,15 miles northwest of Elk Creek off County Road 306,0,FALSE,Daves Fire,100,,TRUE,"The Daves Fires burned in June 2013, 15 miles northwest of Elk Creek off County Road 306, in Glenn County.","Daves Fires, June 2013, Mendocino National Forest, Glenn County, Elk Creek, County Road 306",2013-06-12T15:17:00Z,Finalized,,,,,
217,FALSE,CAL FIRE Tehama-Glenn Unit,,2013,TRUE,/incidents/2013/5/1/306-fire/,Firefighters have made good progress. Fire is burning in steep and inaccessible terrain making access for equipment difficult.  ,,Glenn,11,11,5,6,2013-05-05T18:00:00Z,,FALSE,TRUE,,5,,39.514139,2 miles south of the community of Elk Creek,-122.560862,TRUE,306 Fire,100,221,TRUE,"The 306 Fire burned in May 2013, 2 miles south of the community of Elk Creek in Glenn County.","306 Fire, May 2013, Elk Creek, Glenn County  ",2013-05-01T19:00:00Z,Finalized,,,,,5
213,FALSE,Los Padres National Forest,,2013,FALSE,/incidents/2013/7/17/tassajara-fire/,,,Monterey,27,,,,2013-07-17T19:30:00Z,,FALSE,TRUE,,,,0,"Tassajara Hot Springs, near the Zen Center",0,FALSE,Tassajara Fire,100,,TRUE,The Tassajara Fire burned in July 2013 near the Tassajara Hot Springs and the Zen Center in Monterey County on the Los Padres National Forest. ,"Tassajara Fire, July 2013, Los Padres National Forest, Monterey County, Tassajara Hot Springs, Zen Center",2013-07-17T13:23:00Z,Finalized,,,,,
200,FALSE,San Bernardino National Forest/CAL FIRE San Bernardino Unit,,2013,FALSE,/incidents/2013/9/24/sierra-fire/,,,San Bernardino,36,,,,2013-09-30T08:30:00Z,,FALSE,TRUE,,,,34.2,in the Cajon Pass west of I-15 near Glen Helen Road,-117.417,FALSE,Sierra Fire,100,,TRUE,The Sierra Fire burned September 2013 in the Cajon Passon west of I-15 near Glen Helen Road in San Bernardino County.,"Sierra Fire, September 2013, San Bernardino County, Cajon Pass, I-15, Glen Helen Road",2013-09-24T15:51:00Z,Finalized,,,,,
200,FALSE,CAL FIRE Tehama-Glenn Unit,,2013,TRUE,/incidents/2013/7/4/vina-fire/,,,Tehama,52,,,,2013-07-04T10:30:00Z,,FALSE,TRUE,,,,40.012398,"Tehama-Vina Rd and Sherman Rd, Los Molinos",-122.079871,FALSE,Vina Fire,100,,TRUE,"The Vina Fire burned in July 2013 off Tehama-Vina Road and Sherman Road, Los Molinos in Tehama County. ","Vina Fire, July 2013, Tehama-Vina Road, Sherman Road, Los Molinos, Tehama County",2013-07-04T07:30:00Z,Finalized,,,,,
196,FALSE,CAL FIRE Shasta Unit ,,2013,TRUE,/incidents/2013/8/19/burney-lightning-series-warner-fire/,,,Shasta,45,24,24,31,2013-08-23T19:15:00Z,,FALSE,TRUE,,24,,40.5445,Fall River Mills and McAruther area,-121.3754,TRUE,Burney Lightning Series (Warner Fire),100,347,TRUE,Burney Lightning Series(Warner Fire)burned in August 2013 near Fall River Mills and McAruther area in Shasta County. ,"Burney Lightning Series(Warner Fire), August 2013, Fall River Mills, McAruther, Shasta County. ",2013-08-19T17:48:00Z,Finalized,,,,,24
195,FALSE,CAL FIRE Tehama-Glenn Unit,,2013,TRUE,/incidents/2013/7/19/paskenta-fire/,,,Tehama,52,,,,2013-07-19T15:00:00Z,,FALSE,TRUE,,,,39.961309,West of Corning,-122.330879,FALSE,Paskenta Fire,100,,TRUE,The Paskenta Fire burned in July 2013 west of Corning in Tehama County. ,"Paskenta Fire, July 2013, Tehama County, Corning",2013-07-19T13:32:00Z,Finalized,,,,,
190,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,/incidents/2013/11/21/silverado-fire/,"Firefighters continue to strengthen and patrol fire line.  Heavy mop up.  Weather 67 degrees, 11% humidity, wind 2mph.",,Napa,28,6,,15,2013-11-23T18:30:00Z,,FALSE,TRUE,,,,38.382,Off Silverado Trail in the Soda Canyon area near Napa,-122.311,TRUE,Silverado Fire,100,150,TRUE,The Silverado Fire is burning in the Silverado Trail area near Napa (Napa County).,"Silverado Trail, Napa County, Soda Canyon, November 2013",2013-11-21T21:39:00Z,Finalized,,1,,,3
170,FALSE,Santa Barbara County Fire,,2013,TRUE,/incidents/2013/5/28/olive-fire/,,,Santa Barbara,42,,,,2013-05-29T10:30:00Z,,FALSE,TRUE,,,,34.611824,"Hwy 246 and Meadowvale, East of Solvang ",-120.074655,FALSE,Olive Fire,100,,TRUE,"The Olive Fire burned in May 2013 off Highway 246 and Meadowvale, East of Solvang in Santa Barbara County. ","Olive Fire, May 2013, Highway 246, Meadowvale, Solvang, Santa Barbara County, ",2013-05-28T15:24:00Z,Finalized,,,,,
163,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,/incidents/2013/11/4/capay-fire/,,,Yolo,57,,,,2013-11-04T15:35:00Z,,FALSE,TRUE,,,,38.67479,"Off County Road 23 & County Road 81, Southwest of Esparto",-122.08725,FALSE,Capay Fire,100,,TRUE,"The Capay Fire off County Road 23 & County Road 81, Southwest of Esparto was 163 acres.","LNU, Capay Fire, County Road 23, County Road 81, Esparto, Capay",2013-11-04T11:41:00Z,Finalized,,,,,
163,FALSE,CAL FIRE / Sacramento Metropolitan Fire,,2013,TRUE,/incidents/2013/7/19/50-fire/,,,El Dorado,"9,34",,,,2013-07-19T17:15:00Z,,FALSE,TRUE,,,,38.63987,South of Hwy 50 at the El Dorado and Sacramento County line,-121.08438,FALSE,50 Fire,100,,TRUE,The 50 Fire burned in July 2013 South of Highway 50 at the El Dorado and Sacramento County Line. ,"50 Fire, July 2013, Highway 50, El Dorado, Sacramento County Line",2013-07-19T14:12:00Z,Finalized,,,,,
163,FALSE,CAL FIRE / Sacramento Metropolitan Fire,,2013,TRUE,/incidents/2013/7/19/50-fire/,,,Sacramento,"9,34",,,,2013-07-19T17:15:00Z,,FALSE,TRUE,,,,38.63987,South of Hwy 50 at the El Dorado and Sacramento County line,-121.08438,FALSE,50 Fire,100,,TRUE,The 50 Fire burned in July 2013 South of Highway 50 at the El Dorado and Sacramento County Line. ,"50 Fire, July 2013, Highway 50, El Dorado, Sacramento County Line",2013-07-19T14:12:00Z,Finalized,,,,,
159,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,/incidents/2013/10/4/crane-fire/,,,Sonoma,49,,,,2013-10-05T07:45:00Z,,FALSE,TRUE,,,,38.34599,"near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park ",-122.6503,FALSE,Crane Fire,100,,TRUE,"The Crane Fire burned October 2013 near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park in Sonoma County.","Crane Fire, October 2013, Sonoma County, Crane Creek Regional Park, Pressley Rd, Rohnert Park",2013-10-04T12:25:00Z,Finalized,,,,,
158,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,/incidents/2013/7/26/lakeville-fire/,,,Sonoma,49,,,,2013-07-26T17:45:00Z,,FALSE,TRUE,,,,38.17693,"Off Lakeville Hwy, 6 miles SE of Petaluma",-122.51253,FALSE,Lakeville Fire,100,,TRUE,"The Lakeville Fire burned in July 2013 off Lakeville Highway, 6 miles southeast of Petaluma in Sonoma County. ","Lakeville Fire, July 2013, Lakeville Highway, Petaluma, Sonoma County",2013-07-26T13:45:00Z,Finalized,,,,,
150,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,/incidents/2013/10/4/highland-fire/,,,Alameda,1,,,,2013-10-04T10:30:00Z,,FALSE,TRUE,,,,0,"Highland Road, Livermore",0,FALSE,Highland Fire,100,,TRUE,THe Highland Fire burned October 2013 off Highland Road in Livermore in Alameda County.,"Highland FIre, October 2013, Alameda County, Highland Road, Livermore",2013-10-04T07:35:00Z,Finalized,,,,,
150,FALSE,CAL FIRE / Riverside County Fire,,2013,TRUE,/incidents/2013/7/16/redlands-fire/,,,Riverside,33,,,,2013-07-17T07:45:00Z,,FALSE,TRUE,,,,33.990128,"Redlands Boulevard and San Timoteo Canyon Road, north of Moreno Valley",-117.164997,FALSE,Redlands Fire,100,,TRUE,"The Redlands Fire burned in July 2013 off Redlands Boulevard and San Timoteo Canyon Road, north of Moreno Valley in Riverside County. ","Redlands Fire, July 2013, Relands Boulevard, San Timoteo Canyon Road, Moreno Valley, Riverside County",2013-07-16T17:48:00Z,Finalized,,,,,
150,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,/incidents/2013/7/12/diablo-fire/,,,Stanislaus,50,,,,2013-07-13T21:45:00Z,,FALSE,TRUE,,,,37.436,"off Diablo Grande Parkway, west of I-5, southwest of Patterson",-121.1955,FALSE,Diablo Fire,100,,TRUE,"The Diablo Fire burned in July 2013 off Diablo Grande Parkway, west of I-5, southwest of Patterson in Stanislaus County. ","Diablo Fire, July 2013, Diablo Grande Parkway, I-5, Patterson, Stanislaus County",2013-07-12T15:35:00Z,Finalized,,,,,
150,FALSE,CAL FIRE/Fresno County Fire,,2013,TRUE,/incidents/2013/6/25/george-fire/,,,Fresno,10,,,,2013-06-25T17:15:00Z,,FALSE,TRUE,,,,36.7218,off Bronco Lane in Squaw Valley,-119.2248,FALSE,George Fire,100,,TRUE,The George Fire burned in June 2013 off Bronco Lane in Squaw Valley in Fresno County.,"George Fire, June 2013, Bronco Lane, Squaw Valley, Fresno County",2013-06-25T13:36:00Z,Finalized,,,,,
150,FALSE,CAL FIRE Butte Unit,,2013,TRUE,/incidents/2013/5/22/neal-fire/,The fire was driven by high wind gusts as well as sustaining winds and was contained at approximately 2:30 AM.,,Butte,4,,2,17,2013-05-22T09:30:00Z,,FALSE,TRUE,,,,0,"Neal Road, southwest of Paradise",0,TRUE,Neal Fire,100,60,TRUE,"The Neal Fire burned in May 2013 off Neal Road, southwest of Paradise in Butte County. ","Neal Fire, May 2013, Neal Road, Paradise, Butte County",2013-05-22T00:56:00Z,Finalized,,,,,4
149,FALSE,Los Angeles County Fire Department,,2013,TRUE,/incidents/2013/5/28/magic-fire/,,,Los Angeles,19,,,,2013-05-29T15:30:00Z,,FALSE,TRUE,,,,34.419284,off Magic Mtn Parkway in Valencia,-118.58688,FALSE,Magic Fire,100,,TRUE,"The Magic Fire burned in May 2013, off Magic Mountain Parkway in Valencia in Los Angeles County. ","Magic Fire, May 2013, Magic Mountain Parkway, Valencia, Los Angeles County",2013-05-28T11:30:00Z,Finalized,,,,,
134,FALSE,Sequoia National Forest,,2013,FALSE,/incidents/2013/9/8/angora-fire/,,,Tulare,54,,,,2013-09-24T20:15:00Z,,FALSE,TRUE,,,,36.258,Golden Trout Wilderness,-118.459,FALSE,Angora Fire,100,,TRUE,The Angora Fire burned September 2013 in the Golden Trout WIlderness in Tulare County.,"Angora Fire, September 2013, Tulare County, Golden Trout WIlderness",2013-09-08T11:53:00Z,Finalized,,,,,
125,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,/incidents/2013/5/1/yellow-fire/,"The fire is 100% contained. Engine crews will be patrolling the fire area for the next few days.
<p>
Please use caution when driving in the incident vicinity due to personnel and equipment use in the area. 
<p>
All roads are open to traffic.",,Sonoma,49,9,5,17,2013-05-03T06:15:00Z,,FALSE,TRUE,,5,,38.638828,"Hwy 128 & Yellow Jacket Ranch Rd in Knights Valley, northwest of Calistoga",-122.655616,TRUE,Yellow Fire,100,249,TRUE,"The Yellow Fire burned in Month 2013, northwest of Calistoga in Sonoma County.","Yellow Fire, May 2013, Sonoma County, Knights Valley, Highway 128, Calistoga",2013-05-01T02:01:00Z,Finalized,,,,,5
124,FALSE,CAL FIRE Sanoma-Lake-Napa Unit,,2013,TRUE,/incidents/2013/6/18/california-fire/,,,Solano,48,,,,2013-06-18T22:30:00Z,,FALSE,TRUE,,,,38.08744,"Off Lake Herman Rd, west of Hwy 680 in Benicia",-122.13802,FALSE,California Fire,100,,TRUE,"The California Fire started in June 2013 off Lake Herman Road, west of Highway 680 in Benicia in Solano County. ","California Fire, June 2013, Lake Herman Road, Highway 680, Benicia, Solano County",2013-06-18T15:18:00Z,Finalized,,,,,
124,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2013,TRUE,/incidents/2013/6/4/152-fire/,,,Merced,24,,,,2013-06-05T08:30:00Z,,FALSE,TRUE,,,,37.03776,Hwy 152 in San Luis Creek Reservoir,-121.006939,FALSE,152 Fire,100,,TRUE,"The 152 Fire burned in June 2013, off Highway 152 in San Luis Creek Reservoir in Merced County.","152 Fire, June 2013, Highway 152, San Luis Creek Reservoir, Merced County",2013-06-04T15:42:00Z,Finalized,,,,,
